Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2016,2016,kg/cap,20.07,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2016,2016,g/cap/d,6.68,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2763,Pelagic Fish,2022,2022,1000 t,0.73,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,31.02,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,10.33,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2764,"Marine Fish, Other",2016,2016,1000 t,0.93,I,Imputed value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2016,2016,kg/cap,12.19,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,3.47,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2764,"Marine Fish, Other",2022,2022,1000 t,1.68,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2022,2022,kg/cap,2.39,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2022,2022,g/cap/d,0.76,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2765,Crustaceans,2016,2016,1000 t,0.02,I,Imputed value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2016,2016,kg/cap,0.05,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2016,2016,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2765,Crustaceans,2022,2022,1000 t,0.02,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2022,2022,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2766,Cephalopods,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2016,2016,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2766,Cephalopods,2022,2022,1000 t,0.01,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2767,"Molluscs, Other",2016,2016,1000 t,0.02,I,Imputed value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2016,2016,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2767,"Molluscs, Other",2022,2022,1000 t,0.04,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2022,2022,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2769,"Aquatic Animals, Others",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2016,2016,kg/cap,0.16,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2016,2016,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2769,"Aquatic Animals, Others",2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2022,2022,kg/cap,0.02,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2775,Aquatic Plants,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),090,Solomon Islands,5611,Import quantity,S2775,Aquatic Plants,2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2731,Bovine Meat,2016,2016,1000 t,1,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2016,2016,kg/cap,4.03,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2016,2016,g/cap/d,1.68,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2731,Bovine Meat,2022,2022,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2022,2022,kg/cap,3.16,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2022,2022,g/cap/d,1.32,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2732,Mutton & Goat Meat,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2016,2016,kg/cap,5.72,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2016,2016,g/cap/d,2.69,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2732,Mutton & Goat Meat,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2022,2022,kg/cap,4.46,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2022,2022,g/cap/d,2.1,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2733,Pigmeat,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2016,2016,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2733,Pigmeat,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2734,Poultry Meat,2016,2016,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2016,2016,kg/cap,0.41,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2016,2016,g/cap/d,0.18,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2734,Poultry Meat,2022,2022,1000 t,10,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2022,2022,kg/cap,0.79,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2022,2022,g/cap/d,0.36,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2735,"Meat, Other",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2016,2016,kg/cap,3.26,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2016,2016,g/cap/d,1.58,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2735,"Meat, Other",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2022,2022,kg/cap,2.82,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2022,2022,g/cap/d,1.37,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2736,"Offals, Edible",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2016,2016,kg/cap,2.1,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2016,2016,g/cap/d,0.87,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2736,"Offals, Edible",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2022,2022,kg/cap,1.68,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2022,2022,g/cap/d,0.7,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2740,"Butter, Ghee",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2016,2016,kg/cap,0.63,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2740,"Butter, Ghee",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2022,2022,kg/cap,0.5,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2743,Cream,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2743,Cream,2016,2016,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2743,Cream,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2743,Cream,2022,2022,1000 t,3,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2743,Cream,2022,2022,kg/cap,0.17,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2743,Cream,2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2737,"Fats, Animals, Raw",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2016,2016,kg/cap,0.43,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2016,2016,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2737,"Fats, Animals, Raw",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2022,2022,kg/cap,0.34,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2022,2022,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2781,"Fish, Body Oil",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2781,"Fish, Body Oil",2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2782,"Fish, Liver Oil",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2782,"Fish, Liver Oil",2022,2022,1000 t,0.03,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2744,Eggs,2016,2016,1000 t,1,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2016,2016,kg/cap,0.21,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2744,Eggs,2016,2016,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2744,Eggs,2022,2022,1000 t,4,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2022,2022,kg/cap,0.32,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2744,Eggs,2022,2022,g/cap/d,0.1,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2848,Milk - Excluding Butter,2016,2016,1000 t,166,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2016,2016,kg/cap,123.27,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2016,2016,g/cap/d,13.22,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2848,Milk - Excluding Butter,2022,2022,1000 t,279,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2022,2022,kg/cap,101.8,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2022,2022,g/cap/d,10.56,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2761,Freshwater Fish,2016,2016,1000 t,0.52,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2016,2016,kg/cap,0.02,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2761,Freshwater Fish,2022,2022,1000 t,0.55,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2022,2022,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2762,Demersal Fish,2016,2016,1000 t,0.03,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2762,Demersal Fish,2022,2022,1000 t,0.11,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2763,Pelagic Fish,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2763,Pelagic Fish,2022,2022,1000 t,0.13,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2764,"Marine Fish, Other",2016,2016,1000 t,5.24,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2016,2016,kg/cap,2.2,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,0.63,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2764,"Marine Fish, Other",2022,2022,1000 t,3.7,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2022,2022,kg/cap,1.62,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2022,2022,g/cap/d,0.46,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2765,Crustaceans,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2016,2016,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2765,Crustaceans,2022,2022,1000 t,0.03,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2766,Cephalopods,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2016,2016,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2766,Cephalopods,2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2022,2022,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2767,"Molluscs, Other",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2767,"Molluscs, Other",2022,2022,1000 t,0.01,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2769,"Aquatic Animals, Others",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2769,"Aquatic Animals, Others",2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),706,Somalia,5611,Import quantity,S2775,Aquatic Plants,2022,2022,1000 t,0.01,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2731,Bovine Meat,2016,2016,1000 t,28,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2016,2016,kg/cap,19.01,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2016,2016,g/cap/d,7.95,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2731,Bovine Meat,2022,2022,1000 t,4,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2022,2022,kg/cap,16.13,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2022,2022,g/cap/d,6.69,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2732,Mutton & Goat Meat,2016,2016,1000 t,9,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2016,2016,kg/cap,3.18,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2016,2016,g/cap/d,1.42,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2732,Mutton & Goat Meat,2022,2022,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2022,2022,kg/cap,2.78,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2022,2022,g/cap/d,1.25,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2733,Pigmeat,2016,2016,1000 t,24,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2016,2016,kg/cap,4.13,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2016,2016,g/cap/d,1.58,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2733,Pigmeat,2022,2022,1000 t,24,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2022,2022,kg/cap,5.84,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2022,2022,g/cap/d,2.23,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2734,Poultry Meat,2016,2016,1000 t,510,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2016,2016,kg/cap,36.63,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2016,2016,g/cap/d,16.55,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2734,Poultry Meat,2022,2022,1000 t,304,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2022,2022,kg/cap,39.57,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2022,2022,g/cap/d,17.86,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2735,"Meat, Other",2016,2016,1000 t,1,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2016,2016,kg/cap,0.78,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2016,2016,g/cap/d,0.42,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2735,"Meat, Other",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2022,2022,kg/cap,0.86,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2022,2022,g/cap/d,0.45,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2736,"Offals, Edible",2016,2016,1000 t,92,I,Imputed value,
FBS,Food Balances (2010-),710,South Africa,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2016,2016,kg/cap,7.26,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2016,2016,g/cap/d,3.19,E,Estimated value,
FBS,Food Balances (2010-),710,South Africa,5611,Import quantity,S2736,"Offals, Edible",2022,2022,1000 t,111,I,Imputed value,
